NAME,LONGDD,LATDD
MADOAJOFTU,37.92,2.25
MADODUBDERA,38.82,0.08
MADDOGODA,39.58,3.27
MADIKOR,39.08,3.23
MADUMA,39.65,-3.52
MADUNDA,34.3,-0.38
MADUNGU,34.38,0.2
MADZIMBANI,39.48,-3.85
MADZIMBANISUBLOCATION,39.47,-3.82
MADZUU,34.07,0.03
MADZUUSUBLOCATION,34.07,0.03
MAENDELEO,34.08,-0.62
MAFIGANI,39.65,-3.92
MAFIGANI,39.65,-3.95
MAGADA,34.07,0.07
MAGAMIAHILLFARM,36.7,-1.05
MAGARE,34.98,-0.12
MAGARE,34.42,-0.57
MAGARI,37.87,-0.2
MAGEDO,39.42,-0.18
MAGENA,34.52,-0.68
MAGETAISLAND,34.02,-0.13
MAGINA,36.62,-0.95
MAGINABATHILOCATION,36.62,-0.97
MAGOGOISLANDS,34.07,-0.18
MAGOGINI,40.43,-2.48
MAGOMBISUBLOCATION,34.03,0.08
MAGONGOGIRIBE,34.3,-1.13
MAGOYASUBLOCATION,34.3,0.23
MAGTHINI,38.13,-0.05
MAGTINI,38.13,-0.07
MAGUISUBLOCATION,34.07,0.05
MAGUMONILOCATION,37.75,-0.43
MAGUMORI,37.6,-0.38
MAGUNDU,37.68,-0.3
MAGUNGA,34.15,-0.68
MAGUNGA,34.97,-0.28
MAGUTA,34.45,-0.58
MAGUTI,34.07,-0.35
MAGUTA,34.42,-1.1
MAGUTUNE,37.73,-0.22
MAGWAR,34.57,-0.05
MAGWAR,34.15,-0.98
MAGWAR,34.58,-0.07
MAHAJISETTLEMENTAREA,39.95,-3.3
MAHANGA,34.07,0.03
MAHANGASUBLOCATION,34.07,0.02
MAHAYASUBLOCATION,34.03,-0.02
MAHENA,34.58,-0.98
MAHERO,34.13,0.12
MAHI,40.03,-1.85
MAHINDU,36.7,-1.03
MAHINGA,36.65,-1.02
MAHOLASUBLOCATION,34.02,0.1
MAI,40.25,-1.63
MAI,40.3,-1.7
MAIA,34.03,-0.73
MAIAIHII,36.65,-1.27
MAIAPOINT,34.03,-0.73
MAIELLAESTATE,36.22,-0.92
MAIKONA,37.63,2.93
MAIELLAFARM,36.55,-1.05
MAILLA,36.55,-1.05
MAIMAHIU,35.77,-0.3
MAIMAHIU,36.57,-0.95
MAIRI,36.82,-0.77
MAIRIFORESTGUARDPOST,36.8,-0.75
MAIRIESUBLOCATION,36.82,-0.77
MAIRITRACK,36.78,-0.73
MAITIAFA,39.97,0.73
MAITINGUKU,38.13,-0.03
GODAGAGI,34.07,-0.8
BURAYO,40.27,2.97
MAJABAU,40.1,2.45
MAJANIMINGISISALESTATE,36.02,-0.05
MAJAONI,39.87,-3.55
MAJENGO,39.77,-3.92
MAJENGO,40.12,-1.68
MAJENGO,34.12,-0.05
MAJI BIR,39.07,-1.37
MAJIMAZURI,34.08,-0.85
MAJIWA,34.22,-0.38
MAJEWA,34.35,-0.07
MAJIWA,34.35,0.1
MAJIYACHUMVI,39.42,-3.78
MAKADARA,36.88,-1.28
MAKALIA,36.08,-0.4
MAKALIA,35.95,-0.55
MAKANYANGA,37.87,-0.12
MAKARI,36.07,-0.3
MAKASADI,39.73,-3.32
MAKANGUHALT,37.23,-0.53
MAKELU,38.55,-0.08
MAKENDE,34.2,-0.55
MAKENGE,37.52,-0.45
MAKERE,40.08,-1.03
MAKERE,40.12,-1.87
MAKEREYAGWANO,40.13,-1.87
MAKHOMA,34.13,0.08
MAKIMENYI,35.2,-0.08
MAKINDU,35.12,-0.13
MAKITHE,37.9,-0.1
MAKITHI,38.12,-0.05
MAKOBENI,39.63,-3.87
MAKOBENISUBLOCATION,39.62,-3.87
MAKAMBUKISUBLOCATION,36.85,-0.8
MAKONGANI,39.6,-3.43
MAKONGENIHALT,36.85,-1.3
MAKOROR,40.03,1.78
MAKUKA,38.47,-0.07
MAKUMBWANI,39.58,-3.78
MAKOMBOWANIDAM,39.58,-3.8
MAKOMBOWANI,39.58,-3.78
MAKUNDA,34.03,0.1
MAKUNDA,34.05,-0.42
MAKUPACAUSEWAY,39.65,-4.03
MAKUPABOATCHANNEL,39.63,-4.03
MAKUTANA,37.93,2.3
MAKUTANO,35.65,-0.07
MAKUTANO,36.6,-1.15
MAKUTANOSUBLOCATION,36.6,-1.2
MAKYALA,38.62,-0.13
MALA,34.48,0.05
MALAB,39.45,3.38
MALABA,34.27,0.62
MALAMBA,39.57,-3.85
MALANGA,34.28,0.42
MALANGA,34.43,0.12
MALANGASUBLOCATION,34.42,0.12
MALANGASUBLOCATION,34.32,0.43
MALBE,40.72,2.32
MALBEABAMITA,38.68,3.15
MALBEBALEPLAIN,38.82,3.02
MALBEDANICHA,38.7,3.02
MALBEGEDALE,38.92,2.68
MALBEHARADE,39.08,2.8
MALEBURAI,38.92,0.08
MALELE,34.42,-0.05
MALAWA,36.4,-0.57
MALEWA,36.37,-0.7
MALIBATI,40.58,-1.3
MALIERA,34.45,0.1
MALIERASUBLOCATION,34.45,0.1
MALIKISI,34.22,0.62
MALINDI,40.03,-1.43
MALINDI ZIWALA,40.08,-2.2
JARA,39.8,-0.7
MALKAJIRA,37.92,2.3
MALKASORORO,37.92,3.03
MALMAL,38.88,3.03
MALMALDER,40.45,0.08
MALUMANIDAM,37.05,-1.3
MALUNDU,36.78,-1.25
MALONGA,34.4,0.07
MALUNGA,34.58,-0.98
MALUNGASUBLOCATION,34.38,0.05
MAMBATINI,36.8,-1.08
MAMBOLEO,34.78,-0.07
MAMBOLEO,34.9,-0.38
MAMOISAWMILLS,36.22,-0.1
MAMU,39.62,3.28
MANARET,35.08,-0.72
MANASUESTATES,35.68,-0.2
MANDENI,40.53,-2.43
MADERA,41.87,3.93
MANDERADISTRICT,40.75,3.05
MANDISUBLOCATION,37.28,-0.47
MANERA,36.42,-0.68
MANGA,34.08,-0.62
MANGARO,39.45,-3.68
MANGATA,39.02,3.42
MANGATA,39.58,-3.9
MANGEA,39.72,-3.85
MANGUF,37.03,3.93
MANGUO,36.63,-1.1
MANIRAESTATE,36.88,-1.13
MANJA,39.55,-3.72
MANSA,40.3,2.52
MANS,39.85,3.37
MANSA BUR,41.4,3.27
MANSADIGA,40.23,2.05
MANSAGUDA,40.23,2.53
MANSUMBI,38.62,-0.2
MANUANDA,34.45,-0.15
MANYALA,34.45,0.15
MANYATA,37.48,-0.43
MANYATA,34.55,-0.9
MANYATASUBLOCATION,34.77,-0.08
MANYATASUBLOCATION,37.47,-0.43
MANYIMBO RAS,39.65,-4.03
MANYULI,34.52,0.02
MANYUANDA,34.27,-0.25
MAOI,35.9,0.43
MAPOTEA,39.45,-3.38
MARA OLDOINYO,36.95,2.2
MARA OLDOINYO,37.95,2.25
MARACH,34.3,0.32
MARACHLOCATION,34.25,0.35
MARAGIONE,37.12,-0.73
MARAGISUBLOCATION,37.13,-0.73
MARAGITWO,37.13,-0.73
MARAGOLIFOREST,34.07,0.1
MARAGUA,36.87,-0.72
MARAGUA,37.13,-0.78
MARAGUA,37.13,-0.8
MARAGUARIDGE,37.23,-0.78
MARAM LAGA,38.58,3.2
MARAMPLAIN,38.6,3.4
MARAMTU LAGA,39.58,-0.05
MARANDA,34.22,-0.08
MARANDASUBLOCATION,34.2,-0.08
MARANDO,34.55,-0.87
MARANGISHUESTATE,36.52,-0.73
MARANJAU,37.22,-0.82
MARANYONA,34.35,-0.08
MARAPERA,39.4,-3.55
MARARANI,41.25,-1.57
MARARO,36.72,-1.23
MARASHONI,35.82,-0.37
MARASHONI,35.78,-0.3
MARASHONIFORESTSTATION,35.82,-0.37
MARASHONISAWMILLS,35.8,-0.38
MARCHAUI,35.68,0.85
MAREIRA,36.93,-0.8
MAREIRASUBLOCATION,36.93,-0.8
MAREMBO,40.07,-2.12
MAREMBO,40.02,-2.13
MARENGETIT,35.32,-0.92
MARENGO,34.55,0.08
MARENYOSUBLOCATION,34.52,0.05
MARER,40.98,0.7
MARERA,34.62,-0.73
MARERASUBLOCATION,34.6,-0.05
MARI,40.7,4.22
MARIAINI,36.9,-0.75
MARIAKANILOCATION,39.42,-3.75
MARIAKANISUBLOCATION,39.47,-3.85
MARIANGO,39.47,-3.63
MARIANI,37.7,-0.32
MARIBA,34.42,-1.13
MARIENE,37.85,-0.2
MARIENGA,34.55,-0.95
MARIGAT,35.98,0.47
MARIGATSUBLOCATION,35.98,0.48
MARIGOTI,36.73,-0.97
MARIMANTECAMP,37.95,-0.15
MARIMANTISUBLOCATION,37.95,-0.12
MARIMIRAFOREST,36.97,-0.7
MARINDE,34.52,-0.65
MARINYIN,35.35,-0.68
MARITHA,36.68,-0.98
MARIWA,34.57,-0.97
MARIWA,34.55,-0.03
MARIWA,34.03,-0.78
MARIWAARCHAEOLOGICALRESERVE,34.55,-0.05
MARIANKANGAPLAINS,38.07,0.02
MARKAMTRACK,36.72,-1.02
MARIAMARA,35.22,-0.48
MARMONET,36.23,-0.75
MARONGO,34.07,-0.82
MARONGO,34.07,-0.8
MARONI,40.1,-1.85
MAROO,34.62,-0.92
MAROPFOREST,35.8,0.52
MARRO,39.88,-1.03
MARSABABO,39.02,3.05
MARSABIT,37.98,2.03
MARSABIT MOUNT,37.95,2.28
MARSABITDISTRICT,37.05,3.28
MARSABITFOREST,38.05,2.27
MARTINS,35.72,-0.18
MARUCHA,34.43,-0.57
MARULAESTATE,36.38,-0.65
MARUMI,36.98,-0.8
MARUMI,36.97,-0.8
MARUMISUBLOCATION,36.95,-0.8
MARURUIESTATE,36.87,-1.22
MARURUMO,37.43,-0.72
MASABUBU,40.03,-1.23
MASABUBU,40.03,-1.22
MASABUBU LAGA,39.82,-0.77
MASAGEGE,34.52,-0.8
MASAGESAGE,34.43,-1.05
MASALANI,40.12,-1.7
MASALI,34.78,-0.12
MASANA,34.92,-0.27
MASANASUBLOCATION,34.68,-0.02
MASANGALA,34.32,-0.63
MASARA,34.03,-1.03
MASARERIDGE,35.37,-0.8
MASASINI,38.65,-0.08
MASATSUBLOCATION,34.12,0.18
MASEJA,34.37,-0.62
MASENO,34.6,-0.02
MASERO,34.28,0.05
MASHAKADZINGA,39.65,-3.8
MASHIMOYANDOVUSWAMP,40.02,-2.47
MASINDI,36.73,-1.02
MASONGAWAI,36.82,-1.27
MASUMBISUBLOCATION,34.35,0.02
MASOSA,34.9,-0.48
MACHUNGA,38.53,-0.27
MATAARBA,39.85,-1.02
MATA,38.02,2.35
MATA,37.4,3.87
MATADAB KUBI,38.88,3.13
MATAKARI,37.45,-0.53
MATAKARI,37.47,-0.53
MATAKARI,37.45,-0.58
MATALAMA,38.18,2.02
MATAMACORNER,38.97,-0.75
MATANDARA,37.37,-0.63
MATASADENI KUBI,39.02,3.48
MATASANGAWARE,38.92,3.47
MATASIDAMTICHA,37.2,3.43
MATATHIA,36.62,-0.98
MATATHIA,36.6,-0.98
MATAYA,34.15,0.35
MATENDE,34.32,0.47
MATERI,37.9,-0.32
MATHAHADON,40.6,-1.72
MATHAGUTA,37.37,-0.63
MATHANJA,36.72,-1.05
MATHAGENI,36.85,-0.77
MATHARE,36.9,-1.25
MATHARIMENTALHOSPITAL,36.85,-1.27
MATHARITI,36.9,-0.7
MATHARITISUBLOCATION,36.9,-0.72
MATHIGA,37.97,-0.15
MATHIGA,37.43,-0.6
MAHIGAINI,37.38,-0.65
MARAGUA,37.25,-0.72
MATHIYAS,37.18,-0.45
MATIA,39.13,-1.08
MATIMBEI,36.7,-1.03
MATIRI,34.92,-0.05
MATITI,34.07,-0.58
MATITI GOD,34.07,-0.58
MATOKONE,38.02,1.38
MATROPI,36.87,-1.13
MATROPIVALEESTATE,36.85,-1.13
MATSANGONI,39.93,-3.4
MATSAVINI,39.47,-3.68
MATUGUTA,36.73,-1.08
MATUNDU,36.75,-1.23
MATUNGULU,37.03,-1.23
MATUTA,35.3,-0.45
MAUESCARPMENT,36.03,-0.07
MAUGO,34.55,-0.47
MAUNADAM,34.15,0.22
MAUNAROK,35.95,-0.68
MAUNAROK,36.95,-0.6
MANGUJA,39.65,-3.97
EMAUI,35.78,-0.27
MAUTINE,37.73,-0.2
MAVUENI,39.8,-3.68
MAVUENILOCATION,39.8,-3.75
MAVUENISETTLEMENT,39.8,-3.65
MAVUENISUBLOCATION,39.78,-3.68
MAVURIALOCATION,37.07,-0.75
MAVURIASUBLOCATION,37.07,-0.75
MAVINDI,39.55,-3.77
MAWEGO,34.77,-0.4
MAWEMABOMA,39.62,-3.88
MAWENI,39.75,-3.73
MAWIGO,34.05,-0.05
MAWINGATEN,36.77,2.73
MAWIRA,34.72,-0.52
MAYELUKNURSERY,35.77,0.58
MAIDAHAD,37.75,2.77
MAZARUI MWAMBA,40.07,-2.55
MAZIACHENDA,39.55,-3.7
MAZIACHENDASUBLOCATION,39.57,-3.7
MAZRUISETTLEMENTAREA,39.92,-3.47
MAZUNI,40.1,-1.63
MBACH,36.85,-1.4
MBAGA,34.27,0.08
MBAGA,34.27,0.07
MBAGATHI,36.77,-1.38
MBAGATHIGATE,36.77,-1.38
MBAGATHIGORGE,36.85,-1.4
GODALURU,34.07,-0.85
MBAKA,34.82,0.02
BALAMBALA,39.12,-0.08
BAHADALE,39.07,-0.05
MBANG,37.98,1.47
MBARIA,36.98,-0.63
MBARIYAHITI,37.03,-0.73
MBARIYANJIRU,36.7,-1.28
MBARUK,36.22,-0.35
MBARUK,36.22,-0.4
MBASAISLAND,34.13,-0.47
MBAUINI,36.62,-0.97
MBEKA,34.18,-0.18
MBETISUBLOCATION,37.28,-0.43
MBIRI,37.4,-0.48
MBIRI,37.22,-0.72
MBIRIGA,37.85,-0.28
MBIRURI,37.57,-0.43
MBITA,34.2,-0.43
MBITA,34.2,-0.42
KASACUNGA,34.28,-0.48
MBITACHANNEL,34.2,-0.42
MBITAPOINT,34.2,-0.42
MBITASUBLOCATION,37.05,-0.62
MBIYUINISUBLOCATION,37.38,-0.57
MBOGO,35.1,-0.05
MBOGOLI,37.6,-0.27
MBONGO,39.43,-3.7
MBOSIE,34.32,0.22
MBOTELA,36.87,-1.3
MBUBORI,37.47,-0.38
MBUBORISUBLOCATION,37.47,-0.38
MBUBU,38.82,-0.1
MBUGUA,37.08,-0.78
MBUINJERU,37.52,-0.38
MBUNBONI,39.63,-3.85
BURI,37.37,-0.53
MBUYUKIWETE,39.85,-3.7
MBUYUNI,39.7,-3.82
MBUYUNISUBLOCATION,39.7,-3.82
MBUZINI,39.63,-3.9
MBUZINI,39.62,-3.93
MBWAKASUBLOCATION,39.65,-3.85
MBWEKA,34.15,0.45
MBWERO,37.72,-0.32
MCCALLSSIDING,35.98,-0.1
MCHANGAMWE RAS,39.63,-4.05
MDZIMURE,39.48,-3.73
MEARI,34.27,-0.35
MEDEMEYES,36.98,2.23
MEDERA,36.25,0.68
MEDOLEBEN,39.23,0.53
MEGAD,40.72,2.3
MEIGAG,40.15,1.72
MELAWA,36.43,-0.62
MELELISECTION,35.97,-0.08
MEMBA,34.37,-0.15
MEMBASUBLOCATION,34.35,-0.15
MENENGAI,36.7,-1.13
MENENGAI,36.1,-0.23
ENDONDOL,35.97,-0.2
MENENGAICRATER,36.07,-0.2
MENENGAIESTATE,36.05,-0.27
MENENGAIFOREST,36.08,-0.25
MENET,35.4,-0.82
MENGIT,35.37,-0.97
MERED WEL,40.92,1.28
MARER WEL,40.52,2.07
MERERAK,34.23,0.42
MERETHA,36.6,-1.15
MERI,39.87,0.45
MERICHISUBLOCATION,37.38,-0.53
MERIFANO,40.13,-2.32
MERIGI,35.4,-0.78
MERIGI,35.38,-0.77
MERIGI,35.4,-0.77
MERIGISUBLOCATION,35.4,-0.77
MERILABARRAGE,37.27,-0.77
MERILLE,37.73,1.42
MERILLE,40.4,3.82
MERERONI,36.23,-0.42
MERUCONCESSIONALAREA,38.95,0.08
MERUTANO,38.18,0.02
ALTONG,35.25,-1.02
MESWA,35.22,-0.13
MFANGANOISLAND,34.02,-0.47
MGAMBONI,39.38,-3.58
MGAMBONI,39.4,-3.58
MGUMOPATSASUBLOCATION,39.55,-3.93
LUGGA,38.2,-0.07
MIBIRIWA,34.6,-0.82
MICHATHAFARM,35.82,-0.27
MICHINDA,35.82,-0.3
MICHONG,35.43,-0.48
MICHUKI,37.03,-0.68
MIDAGDU,41.53,3.77
MIDASUBLOCATION,39.97,-3.3
MIDDLEJIMOSUBLOCATION,34.88,-0.28
MIDDLEMARA,37.75,-0.27
MIDDLERIDGE,36.87,-1.38
MDIDA,34.38,-0.93
MIDIDA,34.37,-0.93
MIDOINA,39.32,-3.55
MIDU,39.35,-2.82
MIDZAHENISUBLOCATION,39.53,-3.7
MIFWADHIDAM,34.4,-0.88
ASEGO,34.22,-0.88
MIGODOMANIDAM,39.7,-3.45
MIGOKO,34.32,-0.37
MIGORI,34.65,-0.57
MIGORI,34.47,-1.07
GORINULLAH,34.13,-0.95
GORI,34.25,-0.98
MIGOSI,34.78,-0.08
MIGUMOMIRI,39.63,-3.68
MIGWALENISUBLOCATION,39.55,-3.72
MIGWENASUBLOCATION,34.25,-0.02
MIHINGONISUBLOCATION,39.62,-3.8
MIHUTI,36.97,-0.65
MIIRI,36.78,-1.05
MIJOMBONI,39.98,-3.25
KAKOTH,34.53,-0.35
MIKAHANISUBLOCATION,39.62,-3.88
MIKAYE,34.82,-0.48
MIKINDUNI,40.05,-1.53
MIKIRIANISUBLOCATION,39.63,-3.77
MIKIRINI,39.65,-3.75
MIKOMANISUBLOCATION,39.63,-3.85
MIKOMANISUBLOCATION,39.58,-3.88
MIKUMU,34.27,-0.78
MALULULU,40.45,-1.3
MILGIS,38.1,1.8
MILIMANIEAST,40.08,-1.77
MILTONSSIDING,36.1,-0.03
MINALO,34.03,-0.55
MINAROT,34.35,-0.57
MINATHINI,39.02,-1.58
MINDI,35.78,0.58
MINJILA,39.55,-2.68
MINJILA,40.12,-2.32
MINJILA MKONDOWA,40.1,-2.3
MINYENYA,34.62,-0.7
MIO,35.93,-0.7
MIORO,36.85,-0.63
MIRAMBA,34.08,-0.7
MIRANGA,34.58,-0.08
MIRANGA,34.03,-0.75
MIRANI,34.95,-0.43
MIRARANI,39.65,-3.98
MASARA,34.28,-0.97
MIRERENGWAMIRE,39.38,-3.52
MIRIERI,34.43,-0.07
MIRIGI,37.07,-0.62
MIRIHINISUBLOCATION,39.57,-3.47
MIRIMA,35.7,-0.15
MIRIRA,37.25,-0.77
MIRIRASUBLOCATION,37.23,-0.75
MIRITHU,36.6,-1.12
MIRITHUDAM,36.6,-1.15
MIRITINI,39.58,-3.98
MIRIU,34.77,-0.3
MIRIYA,34.02,-0.72
MIROGI,34.38,-0.7
MIROGI,34.4,-0.72
MIROGI,34.4,-0.77
MIRU,34.93,-0.4
EKERUBORIOCHANDA,34.88,-0.05
MIRUKA,34.3,-0.38
MISA,39.22,3.03
MISA,39.23,3.03
MISADHI,34.52,-0.72
MISARE,34.42,-1.08
MISEMBE,34.18,-0.65
MISERARAESTATE,36.82,-1.18
MISIBA,35.92,-0.35
MISIMO,34.08,0.07
MISORIPOINT,34.4,-0.2
MANZADAM,37.03,-1.28
MITAMISYI,38.95,-0.12
MITANGANI,39.47,-3.57
MITANGONI,39.77,-3.68
MITANGONISUBLOCATION,39.43,-3.82
MITANI,38.95,-2.03
MITAPANI,40.18,-2.27
MITHUI,34.73,-0.53
MITHUI,34.75,-0.53
MITITA,40.72,2.45
MISAGENI,39.63,-3.92
MITSEDZINISUBLOCATION,39.65,-3.38
MITSOLOKANANI,39.63,-3.97
MIU,37.42,-0.62
MIVUJINI,39.4,-3.65
MIWANI,34.95,-0.05
MIWANI,34.97,-0.05
MIWANI,34.98,-0.05
MIWANI,34.98,-0.07
MIYANISUBLOCATION,39.52,-3.77
MIYARE,34.15,0.18
MIYUNISUBLOCATION,39.6,-3.88
MIZIJINI,39.7,-3.55
MJIBU,39.82,-3.58
MJIMOSUBLOCATION,34.9,-0.25
MJINI,37.15,-0.72
MKADINI RAS,39.62,-4.05
MKOMANI,39.8,-3.75
MKOMANIBOI,40.1,-1.62
MKONDONI,41.35,-1.6
MKONGANI,39.8,-3.68
KISONE,35.72,0.3
KERINGET,35.68,-0.47
MKULUNI,39.42,-3.73
MKULUNIDAM,39.6,-3.88
MKUMBI MKONDOWA,40.07,-2.25
MKUNGUNI,40.08,-2.22
MKUNGUNI,39.62,-4.07
MKWAJUNI,39.82,-3.7
MLEJI,39.63,-3.9
MLIMANI,39.55,-3.35
MNARANI,39.85,-3.63
MNARANISUBLOCATION,39.85,-3.63
MNAZIMOJA,39.48,-3.68
MNAZIMOJASUBLOCATION,39.48,-3.68
MNAZINI,40.15,-2.68
MNAZINI,40.13,-1.98
MNYENZENI,39.48,-3.78
MOBAMBA,34.88,-0.08
MOBURO,35.38,-0.77
MOCHESA,40.27,1.02
MODI,34.2,-0.88
MODING,34.35,0.77
MODING,34.35,0.75
MODINGSUBLOCATION,34.37,0.75
MOEDI,36.77,-1.03
MOERA,36.13,0.48
MOERAPASS,36.15,0.45
MOGAREISLAND,34.05,-0.13
MOGAREISLANDS,34.27,-0.35
MOGOGOSIEK,35.27,-0.62
MOGONJIET,35.25,-0.65
MOGOR,35.13,-0.95
MOGOTIO,35.97,-0.02
MOGUMO,34.68,-0.6
MOHAMEDIAD,40.2,-1.73
MOHANDAARUNDE,34.05,0.1
MEHURU,34.12,-1.02
MAHARABAY,34.08,-1.02
MOHORUKADEMLOCATION,34.12,-1.02
MOHORUPOINT,34.05,-1.02
MOHORUSUBLOCATION,34.12,-1.02
MOI,36.78,-1.32
MOIGUTWOSUBLOCATION,35.82,0.55
MOILE,37.73,1.52
LONGODOTI,36.25,3.35
MOJA,39.07,2.8
MOKOMONI,35.6,-0.6
MOKONOISUBLOCATION,35.63,0.52
MOKOYETI,36.87,-1.4
MOKOWETIGORGE,36.87,-1.38
MOLINDUKO,37.45,-0.58
MOLMOL,38.93,2.35
MOLO,35.73,-0.25
MOLOBOT,37.08,3.02
MOLOCLUB,35.73,-0.22
MOLOFOREST,35.73,-0.28
MOLOISUBLOCATION,35.73,0.53
MOLOSOUTH,35.65,-0.35
MOMBASA PORT,39.68,-4.05
MOGORION,35.75,1.25
MONIANKU,34.07,-0.97
MONIER,35.07,-0.07
MONUNE,38.63,-0.05
MONY GOD,34.58,-0.58
MONARE,37.18,-0.72
MORI,34.43,-0.9
MORILLO,36.22,0.52
MOROJE,37.42,1.95
MORRAPOINT,34.08,-0.98
MOSEGEMFOREST,35.8,0.57
MOSOBETI,35.63,-0.68
MOSOL,35.72,0.37
MOSONI,35.1,-0.82
MOSONIKDAM,35.1,-0.08
MOSOPLOCATION,35.42,-0.75
MOTIGO,35.38,-0.73
MOTIGO,35.37,-0.73
MOTIRET,35.23,-0.78
MOTIRET,35.35,-0.92
MOTOGARA,34.98,-0.07
MIOTONI,36.78,-1.32
MOUNTBLACKETTSAWMILLSNUMBERTHREE,35.73,-0.38
MOUNTBLACKETTSAWMILLSNUMBERTWO,35.7,-0.4
BLAIR,36.65,-1.1
MOUNTCARMELCONVENT,36.77,-1.27
MARGARET,36.6,-0.98
MOYA,39.62,-3.93
MOYE,39.53,-0.53
MOYUM,38.88,2.62
MPOOKU,38.18,-0.05
MPUKONISUBLOCATION,37.65,-0.38
MSARA,39.57,-3.42
MSUMARINI,39.8,-3.87
MTANGANYIKO,39.77,-3.58
MTARABAY,34.05,-0.75
MTARAKWAFOREST,35.8,0.32
MTEPENISCHOOL,39.72,-3.9
MTHONGI,38.73,-0.07
MTOMKUU,39.7,-3.92
MTOMKUUSUBLOCATION,39.72,-3.87
MTONDIA,39.87,-3.57
MTONDIASUBLOCATION,39.87,-3.57
MTONGWE,39.63,-4.07
MTONI,39.82,-3.7
MTONIFARM,35.9,-0.08
MTONYI,34.53,-1.05
MSAPUNI,39.6,-3.98
MTSARATSATSUSUBLOCATION,39.6,-3.48
MTSENGO,39.63,-3.72
MTULU,39.43,-3.68
MTULU,39.45,-3.68
MTWANA,39.73,-3.82
MTWAPA,39.75,-3.93
MATAPWARIVER,39.75,-3.95
MTWAPALOCATION,39.75,-3.92
MTWAPASUBLOCATION,39.75,-3.93
MSHAGARA,37.37,-0.47
MUCHARAGEROAD,36.08,-0.57
MUCHATHA,36.78,-1.2
MUCHUKWOSUBLOCATION,35.65,0.58
MUCHUMO,37.6,-0.48
MUCHUNGUCHA,37.1,-0.75
MUCHUNGUCHASUBLOCATION,37.12,-0.75
MUDAMA LAGA,38.95,2.88
MUDDI,40.75,2.07
MUDE,38.13,2.52
MUDE GOF,37.92,2.03
MUDEHAGERSO,39.9,3.65
MUDEMBI,34.05,0.12
MUDEMBISUBLOCATION,34.05,0.13
MUDHIERO,34.43,0.02
MUDICHOKAWRSA,39.03,3.52
MUDO,38.03,2.43
MUFU,37.58,-0.4
MUFUSUBLOCATION,37.6,-0.4
MUGAGU,38.02,-0.02
MUGANGO,35.38,-0.72
MUGANGOSUBLOCATION,35.38,-0.72
MUGEKA,37.1,-0.65
MUGEKASUBLOCATION,37.1,-0.65
MUGEROSUBLOCATION,37.73,-0.22
MOGOIRI,37.02,-0.75
MUGOIRILOCATION,36.97,-0.75
MUGU,35.9,1.45
MUGAGA,36.65,-1.18
MUGAGASTATION,36.65,-1.02
MUGAGAFORESTRESERVE,36.63,-1.22
MUGAGALOCATION,36.65,-1.2
MOGUMO,37.3,-0.43
MUGUMOINI,37.37,-0.63
MUGURU,36.97,-0.68
MUGURUK,34.07,-0.12
MOGUSWAK,35.92,0.62
MUGUTHI,36.68,-1.27
MUGWA,37.4,-0.43
MUHANDA,34.05,0.1
MUHOGAESTATE,36.87,-1.13
MUHONI,39.73,-3.45
MUHORONI,35.2,-0.15
MUHUDU,34.08,0.02
MUIRUSUBLOCATION,37.68,-0.35
MAKAGAAD KUBI,39.88,3.35
MUKANGU,37.05,-0.72
MUKANGU,37.07,-0.72
MUKANGU,37.15,-0.55
MUKANGUSUBLOCATION,37.05,-0.72
MUKARARA,37.32,-0.47
MUKAWA,36.07,1.2
MUKENGERIA,37.3,-0.52
MUKINDURI,37.27,-0.53
MUKOBEFOREST,35.85,0.37
MOGOBERANGE,35.85,0.37
MIKONZO,39.6,-3.8
MUKORORI,39.02,3.05
MUKOU,37.35,-0.68
MUKUI,37.72,-0.27
MUKUI,36.7,-1.2
MUKUMOI,34.95,-0.07
MUKUNGAI,37.12,-0.72
MUKURESUBLOCATION,37.2,-0.45
MUKURO,34.37,-1.03
BARINGO,36.27,0.63
MUKUTANSUBLOCATION,36.25,0.6
MUKUTHUGRAZINGAREA,38.98,-0.88
MUKUUNI,37.65,-0.4
MUKUUNISUBLOCATION,37.65,-0.4
MUKUURI,37.55,-0.4
MUKUURISUBLOCATION,37.53,-0.42
MUKUYU,34.08,-0.8
MUKUYU,37.15,-0.73
MUKUYU,34.48,-1.02
MUKUYU,34.07,0.02
MULAHA,34.27,0.07
MULAHA,34.37,0.02
MULELEKWE,34.28,0.4
MLEJI,39.6,-3.87
MULGOI,34.78,-0.02
MULO,34.6,-0.97
MULOT,35.42,-0.93
MULUMBA,34.37,0.15
MULUNDU,34.08,0.13
MULUNGUWAMAWE,39.65,-3.55
MUMA GOT,34.07,-0.95
MUMBO,34.03,-0.35
MUMBO,34.07,-0.05
MOMBO,37.73,-0.28
MOMBONISUBLOCATION,37.73,-0.28
MUMONIFOREST,38.02,-0.05
MUMUSIO,36.95,2.13
MUNAGONISUBLOCATION,39.47,-3.53
MUNAGOWADOLA,39.37,-3.6
MUNDERE,34.02,0.13
MUNDI,36.13,0.9
MUNDIKA,34.15,0.42
MUNDOBERA,34.55,0.07
MUNGABO,34.35,0.32
MUNGATSI,34.3,0.47
MUNGATSI,34.32,0.47
MUNGERIBAY,34.07,-0.62
MUNGOYA,36.78,-1.18
MUNGUINI,37.08,-0.82
